,names,scores,logfoldchanges,pvals,pvals_adj,14_mean_expr,14_frac_expr,23_mean_expr,23_frac_expr,chromosome
8452,LINC00681,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8453,LINC00677,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8454,AP000873.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr11
8455,AP000808.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr11
8456,AP000802.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr11
8457,AP000785.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr11
8458,IFNL1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8459,LINC00408,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8460,LINC00402,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8461,LINC00398,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8462,LINC00581,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8463,LINC00575,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8464,LINC00570,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8465,DKK1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8466,DISP3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8467,CXCL10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8468,CX3CR1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8469,AC006364.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8470,AC006305.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8471,LINC00565,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8472,LINC00563,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8473,LINC00469,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr17
8474,AL442067.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8475,AL392183.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8476,AL392089.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8477,AL392048.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8478,ZFHX4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8479,AC006398.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8480,AC006372.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8481,AC006372.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8482,AC006372.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8483,AC006369.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8484,DLGAP1-AS5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8485,AL445255.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8486,AL445253.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8487,AL445248.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8488,AL445242.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8489,LHX3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8490,LHX2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8491,LHFPL4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8492,LHFPL3-AS2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8493,LHFPL3-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8494,LHFPL1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8495,LHCGR,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8496,LHB,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8497,LIF,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr22
8498,AL445490.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8499,LINC00322,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8500,AL445471.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8501,AL445430.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8502,AL445423.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8503,AL445309.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8504,AL445288.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8505,DIRAS2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8506,DIPK1C,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8507,CXCR3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8508,CXCR1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8509,CXCL5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8510,CXCL16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr17
8511,CXCL14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr5
8512,CXCL13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8513,IGBP1-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8514,AL445489.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8515,DIRAS3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8516,AL445526.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8517,LHX9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8518,LEXM,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8519,LGSN,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8520,LGR5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8521,LGMN,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8522,LGI4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8523,LGI3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8524,LGI1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8525,LILRB1-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8526,LILRA6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8527,LILRA5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8528,LILRA4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8529,ZMAT4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8530,LGALS7B,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8531,AL449363.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8532,AL445989.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8533,AL445985.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8534,AL445931.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8535,AL445648.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8536,AL445647.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8537,AL445623.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8538,AL445588.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8539,AC005914.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr20
8540,AC006058.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8541,CXCL12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8542,AC006116.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8543,AC006116.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8544,LIFR-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr5
8545,LINC00311,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8546,AL445223.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8547,AL445193.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8548,AL445123.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8549,AL445072.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8550,AL442636.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8551,AL442163.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8552,LINC00283,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8553,IFNG-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8554,AC006111.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8555,AC006111.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8556,AC006065.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8557,AC006062.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8558,ZIM2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8559,IGFL2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8560,AC006206.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8561,LINC00348,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8562,LINC00346,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8563,LINC00345,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8564,LINC00343,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8565,LINC00336,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8566,LINC00276,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8567,LINC00266-4P,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrY
8568,LINC00243,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8569,LINC00242,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8570,LINC00239,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8571,LINC00237,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr20
8572,LINC00226,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8573,LINC00323,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8574,ZIC1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8575,IGFBPL1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8576,IGFBP5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8577,AL445238.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8578,LIMS4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8579,LIMS3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8580,LIMS1-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8581,LIM2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8582,LILRB5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8583,LILRB4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8584,LINC00102,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8585,LINC00052,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr15
8586,LINC00028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr20
8587,LINC-ROR,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8588,LIFR,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr5
8589,IGBP1-AS2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8590,AC006146.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8591,AC006144.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8592,AC006130.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8593,IFNG,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8594,AP000755.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr11
8595,LINC00221,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8596,LINC00211,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8597,LINC00189,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8598,LINC00184,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8599,LINC00160,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8600,LINC00158,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8601,AL445224.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr6
8602,IGF2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr11
8603,IGDCC4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr15
8604,AC006197.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8605,AL390838.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8606,AL390800.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8607,AL390760.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8608,AL390755.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8609,LINC01146,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8610,LINC01143,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8611,LINC01142,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8612,LINC01194,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr5
8613,LINC01193,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr15
8614,LINC01192,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8615,LINC01189,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8616,LINC01186,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8617,HYAL1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8618,LINC00676,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8619,CU104787.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr22
8620,CTXND2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8621,CTXND1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr15
8622,CTXN3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr5
8623,CTTN,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr11
8624,AC007279.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8625,LINC01243,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8626,LINC01242,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8627,LINC01239,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8628,LINC01233,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8629,LINC01231,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8630,LINC01182,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8631,LINC01181,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8632,LINC01170,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr5
8633,CU633906.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8634,AC006974.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8635,AC007132.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8636,LINC01162,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8637,LINC01087,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8638,LINC01081,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8639,LINC01133,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8640,LINC01127,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8641,LINC01119,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8642,LINC01117,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8643,AC007064.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr22
8644,ZBTB46-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr20
8645,AC007220.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8646,AC007216.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8647,AC007193.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8648,AL390961.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8649,AC007192.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8650,AC007179.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8651,AC007179.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8652,AC007278.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8653,AC007278.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8654,AC007277.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8655,AC007272.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8656,AC007271.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8657,HTRA1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8658,IATPR,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8659,IAPP,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8660,AL391056.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8661,AL390964.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8662,AL390962.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8663,AC007193.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8664,LINC01298,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8665,LINC01293,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8666,LINC01291,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8667,LINC01290,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8668,LINC01289,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8669,LINC01287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8670,LINC01281,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8671,AC007221.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8672,ZBTB8B,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8673,AP001094.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8674,AP001094.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8675,AP001085.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr11
8676,AP001059.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8677,AP001059.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8678,LINC01165,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8679,AP001057.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8680,AP001056.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8681,AC007344.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8682,ZBP1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr20
8683,ZBED2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8684,ZBBX,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8685,AC007342.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8686,AC007342.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8687,AC007342.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8688,Z99756.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr22
8689,Z98949.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr22
8690,AC007381.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8691,AC007376.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8692,LINC01375,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8693,AP001059.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr21
8694,LINC01222,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8695,LINC01218,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8696,LINC01217,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8697,LINC01214,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8698,LINC01208,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8699,LINC01152,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr17
8700,LINC01147,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8701,ZBTB7C,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8702,AC007325.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,KI270734.1
8703,AC007317.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8704,ZBTB20-AS3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8705,LINC01226,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8706,LINC01271,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr20
8707,LINC01269,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8708,LINC01299,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8709,LINC01260,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr20
8710,LINC01259,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8711,LINC01258,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr4
8712,LINC01206,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8713,LINC01204,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
8714,LINC01202,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr5
8715,LINC01198,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8716,LINC01197,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr15
8717,AC007327.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8718,AC007326.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr22
8719,LINC01251,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr9
8720,LINC01309,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8721,LINC01307,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8722,LINC01305,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8723,LINC01266,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8724,AC006483.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8725,AC006459.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8726,AC006452.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8727,AC006449.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr17
8728,AC006441.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr17
8729,AC006435.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr17
8730,AC006547.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr22
8731,AC006538.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr19
8732,AC006525.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr5
8733,AC006517.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8734,AP000897.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8735,IDO2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8736,IDO1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr8
8737,DLX2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8738,AC006974.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8739,LINC00943,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8740,LINC00942,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr12
8741,LINC00929,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr15
8742,AL391811.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8743,AL391597.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8744,AL391560.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr13
8745,AL391557.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr1
8746,AL391421.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8747,LINC00922,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr16
8748,LINC00689,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr7
8749,LINC00881,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8750,LINC00871,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr14
8751,LINC00870,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr3
8752,LINC00866,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8753,DLX1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr2
8754,DLGAP1-AS4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr18
8755,DLG5-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chr10
8756,DLG3-AS1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,chrX
